METADATA,Execution time: 2025-11-16 19:12:03,,Total projects collected: 1820,Total pages processed: 200,Duration: 43.50 seconds
93,2511-152221-04-01-811347,20251104102745675N,科右前旗归化街中压燃气管道工程,城市基础设施项目备案,批复
93,2511-152998-89-01-889158,20251104102547660N,内蒙古丽能科技有限责任公司年产60万吨建筑胶凝材料、45万吨土壤改良剂、30万立方固废混凝土建设项目,工业项目备案,批复
93,2509-150105-04-01-506647,20251104102446654N,呼和浩特市赛罕区展东路学校,政府投资社会事业项目可行性研究报告审批,批复
93,2511-150626-60-02-451697,20251104102328650N,纳林河二号煤矿井下水深度处理扩容技改,能源类的项目备案,批复
93,2504-150622-04-05-477738,20251104102238623N,暖水乡昌汉不拉村公益性公墓建设项目,政府投资社会事业项目可行性研究报告审批,批复
93,2511-150524-04-01-593588,20251104102143612N,中国石油天然气股份有限公司内蒙古通辽库伦旗经营部中心街路南加油站、西沟加油站分布式光伏建设项目,光伏电站项目备案,批复
93,2312-152524-04-01-947639,20251104102115600N,苏尼特右旗中畅加油站建设项目,加油站、加气站、充电桩项目备案,批复
93,2511-150928-04-01-129939,20251104101436579N,内蒙古双丰耐火保温材料有限公司变压器增容项目,能源类的项目备案,批复
93,2511-150622-20-01-465284,20251104101349575N,袁慧养殖项目,农牧业项目备案,批复
93,2511-150172-04-01-528554,20251104101346573N,内蒙古立州集团锦江都城酒店建设项目,房地产项目备案,批复
157,2509-152221-04-01-145551,20250925073528859N,内蒙古镁淇能源科技有限公司充电项目（二期）,加油站、加气站、充电桩项目备案,批复
157,2509-152524-60-01-943686,20250924213256839N,锡林郭勒盟苏尼特右旗锡西二站1000MW/4000MWh新型储能专项行动项目接网工程,《核准目录（2017）》规定的除国务院投资主管部门、自治区投资主管部门核准外，其余电网工程项目核准,批复
157,2509-150223-04-01-202368,20250924203208826N,乌克忽洞镇充电桩项目,加油站、加气站、充电桩项目备案,批复
157,2508-150103-04-01-337011,20250924200112802N,呼和浩特市回民区旧城北门片区古丰书院休闲空间改造工程项目,城市基础设施项目可行性研究报告审批,批复
157,2509-152221-04-01-923715,20250924195137800N,科尔沁右翼前旗然泰新能源有限公司科尔沁右翼前旗科尔沁镇寇德刚80kW分布式光伏发电项目,光伏电站项目备案,批复
157,2509-150602-60-01-260131,20250924194115797N,东胜区罕台镇九成功村王四牛等2户非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
157,2509-150702-04-01-703670,20250924193638795N,呼伦贝尔市海拉尔区良泰新能源有限公司哈克镇王世元等5户800kw户用分布式光伏发电项目,光伏电站项目备案,批复
157,2509-150702-04-01-132870,20250924193451793N,呼伦贝尔市海拉尔区良泰新能源有限公司海拉尔区哈克镇张景明等5户690kw户用分布式光伏发电项目,光伏电站项目备案,批复
157,2509-152524-04-02-598177,20250924185058771N,苏尼特右旗供电分公司110kV赛汉变电站10kV951杭盖路等4条线路自动化改造工程,能源类的项目备案,批复
157,2308-150823-04-05-749837,20250924182251748N,乌拉特前旗超采区治理地表水置换地下水节水灌溉（一期）工程,农林牧水项目初步设计审批,批复
44,2511-150525-04-01-375254,20251110160337578N,国网蒙东通辽奈曼旗供电公司东明供电所建设项目,社会事业项目备案,批复
44,2511-150202-04-01-936613,20251110160050574N,铝业新安达重卡自用充电站,加油站、加气站、充电桩项目备案,批复
44,2511-150824-04-01-522412,20251110160012569N,内蒙古蒙介投资有限公司乌拉特中旗甘其毛都镇图古日格嘎查机动车燃气及充电站建设项目,加油站、加气站、充电桩项目备案,
44,2511-150922-04-05-995089,20251110155236556N,化德县七号镇小公乌素村防水毁护田以工代赈工程,农牧业项目建议书的审批,批复
44,2311-150621-60-01-892481,20251110154933551N,达拉特旗佳通加气加氢站,加油站、加气站、充电桩项目备案,批复
44,2511-150602-60-01-892320,20251110153849531N,天誉国宝新建充电桩项目,能源类的项目备案,批复
44,2511-150207-04-01-157397,20251110153054502N,20万吨/年有机高分子新型碳材料生产项目,工业项目备案（发改）,批复
44,2511-152501-04-01-278940,20251110152929400N,中蒙俄昊罡果蔬物流园区冷链设施升级改造项目,仓储物流类项目备案,批复
44,2511-150622-60-01-755510,20251110152238375N,内蒙古自治区鄂尔多斯市准格尔旗张珍自然人户用分布式光伏项目,太阳能热发电项目备案,批复
44,2511-150502-04-05-322361,20251110151735345N,科尔沁区2025年大林镇许博光伏发电项目,光伏电站项目备案,批复
79,2511-150925-04-01-251188,20251105161131801N,内蒙古新朔国华新能源开发有限公司凉城县自用汽车充电桩项目,加油站、加气站、充电桩项目备案,批复
79,2301-150124-04-01-861848,20251105160820787N,呼和浩特市清水河县再生水供水工程,农林牧水项目备案,不予许可
79,2507-150622-04-01-253717,20251105160025749N,内蒙古准格尔旗大路镇小滩子村水生态保护修复项目,湿地保护项目可行性研究报告审批,批复
79,2406-150430-04-01-759293,20251105155953746N,赤峰吉隆矿业有限责任公司全额自发自用分布式光伏项目,太阳能热发电项目备案,批复
79,2511-150602-04-01-418216,20251105155934644N,工作面与东胜区城市供水有限公司供水管线重叠迁移改线,城市基础设施项目备案,批复
79,2511-152921-60-01-692148,20251105155557543N,内蒙古恩格至宏泰双回220千伏线路工程,《核准目录（2017）》规定的除国务院投资主管部门、自治区投资主管部门核准外，其余电网工程项目核准,批复
79,2511-150902-04-01-584691,20251105155452512N,内蒙古源上管理有限公司新建农副产品加工生产线项目,工业项目备案,批复
79,2511-150122-04-01-397606,20251105155255503N,危化品一体化仓储经营建设项目,仓储物流类项目备案,批复
79,2511-150105-04-01-643775,20251105154948470N,内蒙古雅园农牧业科技有限责任公司雅园农业智慧休闲综合园建设项目,农林牧水项目备案,批复
79,2511-150121-04-01-282816,20251105154533442N,内蒙古飞运商贸有限公司农产品初加工项目,工业项目备案（发改）,批复
106,2511-150223-07-02-465932,20251103102822392N,包头市亿立萤石矿有限公司采选技改扩建项目,工业项目备案（工信）,批复
106,2511-150621-60-01-351626,20251103102418360N,鄂尔多斯市腾超能源有限公司达拉特旗恩格贝镇北海村二社刘花女30KW分布式光伏发电项目,光伏电站项目备案,批复
106,2511-152221-04-01-892293,20251103102322358N,科右前旗丰汇粮食有限公司钢结构粮食散装库、机械库建设项目,仓储物流类项目备案,批复
106,2505-150625-04-02-444106,20251103102214355N,杭锦旗学府花园小区等14个小区消防设施整改工程,城乡建设领域初步设计审批,批复
106,2511-152526-04-01-974253,20251103102207353N,西乌旗起点建设交通标识标牌制作项目,旗县产业类项目备案,批复
106,2502-150625-04-02-300399,20251103102052339N,杭锦旗锡尼镇锡尼南路地下管网更新改造项目,城乡建设领域初步设计审批,批复
106,2502-150625-04-02-831722,20251103101914325N,杭锦旗锡尼镇滨河路地下管网更新改造项目,城乡建设领域初步设计审批,批复
106,2511-150102-89-03-525971,20251103101743323N,变压器安装,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
106,2312-150222-04-01-252435,20251103101459315N,固阳县雨洪水利用试点工程,政府投资社会事业项目可行性研究报告审批,批复
106,2511-150122-04-01-121873,20251103101455313N,托克托县河口古渡博物馆,社会事业项目备案,
6,2511-150802-04-01-681609,20251114113034668N,巴彦淖尔市豪牧农牧业科技有限公司牛羊养殖项目,农林牧水项目备案,批复
6,2511-150203-04-01-917505,20251114112857663N,金思达畜牧饲料厂厂房建设项目,农林牧水项目备案,批复
6,2510-150702-04-04-837193,20251114112804658N,呼伦贝尔市加油站诚信经营监管项目,信息化类项目初步设计审批,批复
6,2508-152529-04-01-135085,20251114112415640N,正镶白旗宝力根陶海苏木贡淖嘎查防洪沟治理以工代赈项目,农牧业项目可行性研究报告审批,批复
6,2511-152202-04-03-946136,20251114111647614N,阿尔山市紧密型县域医共体服务救治能力提升项目,政府投资社会事业项目项目建议书审批,批复
6,2511-150821-04-03-773700,20251114111532609N,内蒙古倪氏禾益传媒广告有限公司年产10000吨葵花籽生产加工项目,工业项目备案（发改）,批复
6,2310-150502-04-01-874039,20251114111034580N,通辽市体育中心充电站项目,加油站、加气站、充电桩项目备案,
6,2511-150125-04-01-180081,20251114110834571N,武川县2026年以工代赈项目上秃亥乡圪奔、上秃亥村委会乡村道路工程,以工代赈示范类项目可行性研究报告审批,
6,2511-150125-04-01-637224,20251114110823569N,武川县耗赖山乡巴独龙贵村至大沙窝村、东召底至召梁子村2026年农村道路以工代赈项目,以工代赈示范类项目可行性研究报告审批,批复
6,2511-150602-60-01-165442,20251114110511537N,东胜区熙悦大酒店新建变压器项目,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
28,2501-150621-04-01-399667,20251112092943329N,中和西镇南伙房村人居环境整治污水管网改造工程,城市基础设施项目可行性研究报告审批,批复
28,2511-150421-04-01-217905,20251112092425323N,智创正洁能源科技（呼和浩特市）有限公司国营巴彦包特农场三分场赵佳亮非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
28,2511-150624-60-02-168276,20251112092153317N,鄂尔多斯市鄂托克供电分公司2026年计量装置轮换工程,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
28,2511-150581-04-01-402981,20251112092132313N,南处长楼325-3栋新建房屋项目,房地产项目备案,批复
28,2511-150522-04-01-457576,20251112092105311N,章文塔拉嘎查草原防火设施建设项目,农林牧水项目备案,批复
28,2511-150302-60-01-264846,20251112085740979N,乌海市佳彩科技有限公司海达B区充电站,能源类的项目备案,批复
28,2511-150304-07-02-235221,20251112085536970N,内蒙古宜化化工有限公司氯乙烯球罐装置安全提升改造项目,工业项目备案（工信）,批复
28,2511-150302-60-01-416813,20251112085428968N,乌海市佳彩科技有限公司康泰小区充电站,能源类的项目备案,批复
28,2511-150302-60-01-887196,20251112084729957N,乌海市佳彩科技有限公司天顺小区充电站,能源类的项目备案,批复
28,2511-150428-04-01-889304,20251112084617955N,喀喇沁旗春晓园艺中心日光智能连栋温室,农林牧水项目备案,批复
77,2511-152527-04-01-975744,20251106085849491N,太仆寺旗中太石油销售有限公司变压器安装项目,能源类的项目备案,批复
77,2509-150902-04-01-947227,20251011085422167N,年产1万吨高纯电子级三氟化氮,工业项目备案,批复
77,2511-150123-04-01-465346,20251106082046457N,和林格尔县2025年暴雨洪涝灾害灾后应急恢复项目,城市基础设施项目建议书审批,批复
77,2511-150622-04-02-529214,20251106080311387N,内蒙古易高煤化科技有限公司18万吨/年绿色甲醇技改项目,外商投资项目备案,批复
77,2511-150802-04-02-772828,20251105194546362N,巴彦淖尔供电公司营销2026年技改投资项目（临河地区）,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
77,2511-150822-04-01-394663,20251105182939309N,现代农业废弃物高值化利用与碳中和示范项目,农林牧水项目备案,批复
77,2404-150781-04-01-690752,20251105181650307N,满洲里市高层住宅建筑燃气管网改造项目,城市基础设施项目初步设计审批,批复
77,2511-152222-04-05-900518,20251105180031298N,科右中旗第二轮退耕还草整改木本油料文冠果项目,农林牧水项目建议书审批,批复
77,2511-150825-04-02-164481,20251105175449287N,巴彦淖尔市乌拉特后旗供电分公司2026年计量装置轮换工程,交流电网通信、配电柜、电表等电气升级改造工程备案,批复
